id,latitude,longitude,event_type,description,update_at
193,-4.84,-78.71,Sismo,"Magnitud: 4.0, Referencia: 45 km al NE de San Ignacio, San Ignacio - Cajamarca",2024-02-17 03:54:16
194,-7.9,-74.67,Sismo,"Magnitud: 4.2, Referencia: 54 km al N de Pucallpa, Coronel Portillo - Ucayali",2024-02-17 08:56:16
195,-14.9,-71.87,Sismo,"Magnitud: 4.1, Referencia: 44 km al SO de Huayhuahuasi, Espinar - Cusco",2024-02-19 00:04:16
196,-8.24,-77.87,Sismo,"Magnitud: 4.2, Referencia: 23 km al NE de Cabana, Pallasca - Ancash",2024-02-19 05:19:16
197,-6.44,-76.02,Sismo,"Magnitud: 4.1, Referencia: 41 km al E de Tarapoto, San Martin - San Martin",2024-02-19 05:07:16
198,-13.17,-75.23,Sismo,"Magnitud: 5.0, Referencia: 15 km al NO de Castrovirreyna, Castrovirreyna - Huancavelica",2024-02-19 08:04:16
199,-6.43,-76.28,Sismo,"Magnitud: 5.2, Referencia: 16 km al NE de Tarapoto, San Martin - San Martin",2024-02-19 11:32:16
200,-9.44,-79.14,Sismo,"Magnitud: 5.5, Referencia: 73 km al SO de Chimbote, Santa - Ancash",2024-02-19 16:30:16
201,-14.93,-71.91,Sismo,"Magnitud: 4.1, Referencia: 50 km al SO de Huayhuahuasi, Espinar - Cusco",2024-02-22 09:31:16
202,-15.34,-71.0,Sismo,"Magnitud: 3.7, Referencia: 21 km al SO de Ocuviri, Lampa - Puno",2024-02-22 06:31:16
203,-11.43,-73.34,Sismo,"Magnitud: 4.0, Referencia: 91 km al SE de Atalaya, Atalaya - Ucayali",2024-02-22 16:22:16
204,-16.76,-71.19,Sismo,"Magnitud: 3.8, Referencia: 1 km al O de La Capilla, General Sanchez Cerro - Moquegua",2024-02-22 22:54:16
205,-3.69,-78.33,Sismo,"Magnitud: 4.0, Referencia: 111 km al NO de Sta. Maria De Nieva, Condorcanqui - Amazonas",2024-02-23 04:02:16
206,-17.74,-69.78,Sismo,"Magnitud: 4.3, Referencia: 40 km al SE de Tarata, Tarata - Tacna",2024-02-23 09:49:16
207,-8.38,-75.58,Sismo,"Magnitud: 4.5, Referencia: 47 km al O de Curimana, Padre Abad - Ucayali",2024-02-23 14:51:16
208,-4.06,-79.92,Sismo,"Magnitud: 4.0, Referencia: 69 km al N de Ayabaca, Ayabaca - Piura",2024-02-23 21:14:16
209,-10.85,-74.75,Sismo,"Magnitud: 3.8, Referencia: 46 km al N de Satipo, Satipo - Junin",2024-02-24 02:29:16
210,-15.09,-73.51,Sismo,"Magnitud: 4.5, Referencia: 25 km al O de Colta, Paucar Del Sara Sara - Ayacucho",2024-02-24 12:29:16
211,-10.5,-76.2,Sismo,"Magnitud: 4.1, Referencia: 21 km al N de Cerro De Pasco, Pasco - Pasco",2024-02-25 02:10:17
212,-15.8,-71.78,Sismo,"Magnitud: 4.1, Referencia: 18 km al S de Maca, Caylloma - Arequipa",2024-02-26 01:49:16
213,-13.15,-75.17,Sismo,"Magnitud: 4.1, Referencia: 16 km al N de Castrovirreyna, Castrovirreyna - Huancavelica",2024-02-27 02:44:16
214,-11.42,-73.32,Sismo,"Magnitud: 4.0, Referencia: 91 km al SE de Atalaya, Atalaya - Ucayali",2024-02-28 08:45:16
215,-11.21,-75.9,Sismo,"Magnitud: 3.7, Referencia: 11 km al SE de Junin, Junin - Junin",2024-02-28 13:47:16
216,-15.81,-71.77,Sismo,"Magnitud: 3.5, Referencia: 19 km al S de Maca, Caylloma - Arequipa",2024-02-29 01:13:16
217,-15.64,-74.54,Sismo,"Magnitud: 4.1, Referencia: 3 km al NO de Yauca, Caraveli - Arequipa",2024-02-29 09:21:16
218,-16.78,-71.33,Sismo,"Magnitud: 3.5, Referencia: 16 km al O de La Capilla, General Sanchez Cerro - Moquegua",2024-02-29 14:23:16
219,-10.19,-80.32,Sismo,"Magnitud: 4.3, Referencia: 225 km al SO de Samanco, Santa - Ancash",2024-02-29 14:52:37
220,-10.97,-75.0,Sismo,"Magnitud: 3.8, Referencia: 34 km al E de La Merced, Chanchamayo - Junin",2024-02-29 20:03:16
221,-14.23,-75.86,Sismo,"Magnitud: 4.3, Referencia: 23 km al SO de Ica, Ica - Ica",2024-03-01 05:57:16
222,-16.84,-71.14,Sismo,"Magnitud: 4.0, Referencia: 10 km al SE de La Capilla, General Sanchez Cerro - Moquegua",2024-03-01 07:17:16
223,-10.02,-74.73,Sismo,"Magnitud: 4.4, Referencia: 40 km al NE de Puerto Bermudez, Oxapampa - Pasco",2024-03-02 22:53:16
224,-12.07,-76.83,Sismo,"Magnitud: 4.5, Referencia: 21 km al SO de Chosica, Lima - Lima",2024-03-04 15:06:16
225,-19.26,-69.64,Sismo,"Magnitud: 4.5, Referencia: 153 km al SE de Tacna, Tacna - Tacna",2024-03-04 22:10:16
226,-8.6,-74.82,Sismo,"Magnitud: 4.4, Referencia: 41 km al SE de Curimana, Padre Abad - Ucayali",2024-03-05 09:17:16
227,-12.32,-77.11,Sismo,"Magnitud: 3.6, Referencia: 29 km al S de Provincia Constitucional del Callao , Callao - Lima",2024-03-06 14:38:17
228,-12.32,-77.11,Sismo,"Magnitud: 3.6, Referencia: 29 km al S de Provincia Constitucional del Callao , Callao - Lima",2024-03-06 18:02:32
229,-12.71,-75.87,Sismo,"Magnitud: 4.0, Referencia: 29 km al S de Yauyos, Yauyos - Lima",2024-03-07 03:35:16
230,-13.6,-76.29,Sismo,"Magnitud: 5.2, Referencia: 16 km al NO de Pisco, Pisco - Ica",2024-03-07 16:38:16
231,-14.47,-73.56,Sismo,"Magnitud: 4.1, Referencia: 10 km al N de Pampamarca, Parinacochas - Ayacucho",2024-03-08 03:21:16
232,-14.68,-73.52,Sismo,"Magnitud: 4.7, Referencia: 14 km al S de Pampamarca, Parinacochas - Ayacucho",2024-03-08 08:24:16
233,-16.75,-71.31,Sismo,"Magnitud: 3.6, Referencia: 14 km al O de La Capilla, General Sanchez Cerro - Moquegua",2024-03-09 10:15:16
234,-14.54,-72.28,Sismo,"Magnitud: 4.3, Referencia: 24 km al SO de Santo Tomas, Chumbivilcas - Cusco",2024-03-09 15:17:16
235,-17.6,-73.31,Sismo,"Magnitud: 4.0, Referencia: 126 km al SO de Camana, Camana - Arequipa",2024-03-10 01:47:16
236,-13.6,-76.15,Sismo,"Magnitud: 4.7, Referencia: 13 km al NE de Pisco, Pisco - Ica",2024-03-11 06:36:16
237,-16.35,-74.24,Sismo,"Magnitud: 4.5, Referencia: 56 km al S de Chala, Caraveli - Arequipa",2024-03-12 21:28:16
238,-11.89,-74.55,Sismo,"Magnitud: 4.6, Referencia: 36 km al SE de Andamarca, Concepcion - Junin",2024-03-13 03:15:16
239,-12.14,-74.74,Sismo,"Magnitud: 4.0, Referencia: 25 km al NO de Campo Armiño, Tayacaja - Huancavelica",2024-03-13 03:37:16
240,-8.33,-80.21,Sismo,"Magnitud: 4.0, Referencia: 127 km al SO de San Pedro De Lloc, Pacasmayo - La Libertad",2024-03-13 04:33:16
241,-15.14,-73.31,Sismo,"Magnitud: 4.4, Referencia: 3 km al NO de Colta, Paucar Del Sara Sara - Ayacucho",2024-03-13 02:58:16
242,-18.73,-69.66,Sismo,"Magnitud: 5.0, Referencia: 100 km al SE de Calana, Tacna - Tacna",2024-03-13 09:36:16
243,-15.75,-71.68,Sismo,"Magnitud: 3.5, Referencia: 16 km al SO de Chivay, Caylloma - Arequipa",2024-03-13 21:36:16
244,-8.65,-74.5,Sismo,"Magnitud: 4.0, Referencia: 31 km al S de Pucallpa, Coronel Portillo - Ucayali",2024-03-15 11:29:16
245,-5.55,-77.12,Sismo,"Magnitud: 3.8, Referencia: 47 km al NE de Nueva Cajamarca, Rioja - San Martin",2024-03-15 22:28:16
246,-17.88,-70.47,Sismo,"Magnitud: 3.9, Referencia: 26 km al NO de Alto De La Alianza, Tacna - Tacna",2024-03-16 05:19:16
247,-15.66,-74.33,Sismo,"Magnitud: 3.9, Referencia: 20 km al E de Yauca, Caraveli - Arequipa",2024-03-17 02:27:16
248,-5.61,-80.9,Sismo,"Magnitud: 4.0, Referencia: 11 km al SO de Sechura, Sechura - Piura",2024-03-17 00:54:16
249,-5.43,-77.32,Sismo,"Magnitud: 4.5, Referencia: 56 km al N de Nueva Cajamarca, Rioja - San Martin",2024-03-17 06:04:16
250,-15.22,-71.0,Sismo,"Magnitud: 3.5, Referencia: 10 km al SO de Ocuviri, Lampa - Puno",2024-03-17 11:07:16
251,-16.23,-75.06,Sismo,"Magnitud: 4.5, Referencia: 77 km al S de Lomas, Caraveli - Arequipa",2024-03-17 15:37:16
252,-9.36,-79.19,Sismo,"Magnitud: 3.8, Referencia: 73 km al SO de Chimbote, Santa - Ancash",2024-03-17 20:39:16
253,-10.72,-78.53,Sismo,"Magnitud: 5.0, Referencia: 83 km al SO de Huarmey, Huarmey - Ancash",2024-03-18 06:52:16
254,-4.86,-76.09,Sismo,"Magnitud: 4.3, Referencia: 61 km al NO de Lagunas, Alto Amazonas - Loreto",2024-03-18 23:50:16
255,-14.02,-74.62,Sismo,"Magnitud: 4.0, Referencia: 33 km al O de Sancos, Huanca Sancos - Ayacucho",2024-03-20 02:20:16
256,-5.3,-81.9,Sismo,"Magnitud: 4.1, Referencia: 90 km al O de Paita, Paita - Piura",2024-03-20 08:21:16
257,-15.01,-75.91,Sismo,"Magnitud: 4.4, Referencia: 88 km al NO de Marcona, Nazca - Ica",2024-03-22 10:23:16
258,-16.2,-70.55,Sismo,"Magnitud: 3.5, Referencia: 7 km al S de Ichuña, General Sanchez Cerro - Moquegua",2024-03-22 15:25:16
259,-15.62,-71.54,Sismo,"Magnitud: 3.6, Referencia: 7 km al E de Chivay, Caylloma - Arequipa",2024-03-23 07:49:16
260,-8.4,-75.02,Sismo,"Magnitud: 4.2, Referencia: 16 km al E de Curimana, Padre Abad - Ucayali",2024-03-23 13:42:16
261,-12.56,-76.59,Sismo,"Magnitud: 4.0, Referencia: 7 km al SO de Calango, Cañete - Lima",2024-03-23 18:44:16
262,-6.0,-79.42,Sismo,"Magnitud: 4.7, Referencia: 53 km al E de Olmos, Lambayeque - Lambayeque",2024-03-23 22:43:16
263,-12.74,-76.96,Sismo,"Magnitud: 3.7, Referencia: 35 km al SO de Chilca, Cañete - Lima",2024-03-24 03:45:16
264,-5.54,-79.77,Sismo,"Magnitud: 4.1, Referencia: 49 km al SO de Huancabamba, Huancabamba - Piura",2024-03-24 05:56:16
265,-4.26,-80.66,Sismo,"Magnitud: 3.7, Referencia: 45 km al E de Mancora, Talara - Piura",2024-03-24 14:59:16
266,-3.97,-79.94,Sismo,"Magnitud: 4.0, Referencia: 64 km al SE de Zarumilla, Zarumilla - Tumbes",2024-03-25 15:49:16
267,-5.74,-78.73,Sismo,"Magnitud: 4.2, Referencia: 10 km al SE de Jaen, Jaen - Cajamarca",2024-03-25 20:51:16
268,-15.7,-71.88,Sismo,"Magnitud: 3.6, Referencia: 10 km al SO de Pinchollo, Caylloma - Arequipa",2024-03-26 03:20:16
269,-15.59,-71.56,Sismo,"Magnitud: 3.7, Referencia: 6 km al NE de Chivay, Caylloma - Arequipa",2024-03-26 09:05:16
270,-5.77,-78.69,Sismo,"Magnitud: 3.6, Referencia: 15 km al SE de Jaen, Jaen - Cajamarca",2024-03-26 09:17:16
271,-5.73,-78.71,Sismo,"Magnitud: 3.9, Referencia: 12 km al E de Jaen, Jaen - Cajamarca",2024-03-26 12:23:16
272,-15.98,-74.01,Sismo,"Magnitud: 4.2, Referencia: 29 km al SE de Chala, Caraveli - Arequipa",2024-03-26 08:22:16
273,-16.83,-71.57,Sismo,"Magnitud: 3.7, Referencia: 49 km al S de Arequipa, Arequipa - Arequipa",2024-03-26 20:18:16
274,-15.74,-72.05,Sismo,"Magnitud: 3.6, Referencia: 7 km al E de Huambo, Caylloma - Arequipa",2024-03-27 03:21:16
275,-7.22,-74.56,Sismo,"Magnitud: 4.7, Referencia: 52 km al E de Contamana, Ucayali - Loreto",2024-03-27 11:39:16
276,-8.77,-72.84,Sismo,"Magnitud: 5.1, Referencia: 191 km al E de Pucallpa, Coronel Portillo - Ucayali",2024-03-27 16:41:16
277,-8.77,-72.84,Sismo,"Magnitud: 5.1, Referencia: 191 km al E de Pucallpa, Coronel Portillo - Ucayali",2024-03-27 16:41:16
278,-8.85,-74.82,Sismo,"Magnitud: 4.1, Referencia: 59 km al SE de Curimana, Padre Abad - Ucayali",2024-03-27 20:24:16
279,-7.79,-74.48,Sismo,"Magnitud: 5.3, Referencia: 65 km al N de Pucallpa, Coronel Portillo - Ucayali",2024-03-28 04:13:16
280,-17.76,-69.39,Sismo,"Magnitud: 4.0, Referencia: 74 km al SE de Capaso, El Collao - Puno",2024-03-28 11:47:16
281,-8.89,-75.65,Sismo,"Magnitud: 5.1, Referencia: 23 km al NO de Aguaytia, Padre Abad - Ucayali",2024-03-28 11:13:16
282,-8.96,-75.63,Sismo,"Magnitud: 4.0, Referencia: 17 km al NO de Aguaytia, Padre Abad - Ucayali",2024-03-28 16:14:16
283,-8.54,-76.01,Sismo,"Magnitud: 4.1, Referencia: 47 km al N de Aucayacu, Leoncio Prado - Huanuco",2024-03-28 20:12:16
284,-6.77,-79.91,Sismo,"Magnitud: 3.8, Referencia: 7 km al O de Chiclayo, Chiclayo - Lambayeque",2024-03-29 01:15:16
285,-18.24,-70.51,Sismo,"Magnitud: 4.0, Referencia: 38 km al SO de Tacna, Tacna - Tacna",2024-03-29 17:35:16
286,-5.81,-78.55,Sismo,"Magnitud: 3.5, Referencia: 14 km al SO de Bagua Grande, Utcubamba - Amazonas",2024-03-29 22:37:16
287,-5.75,-78.72,Sismo,"Magnitud: 4.0, Referencia: 11 km al SE de Jaen, Jaen - Cajamarca",2024-03-30 03:37:16
288,-12.71,-76.87,Sismo,"Magnitud: 3.6, Referencia: 26 km al SO de Chilca, Cañete - Lima",2024-03-30 12:29:16
289,-3.67,-80.9,Sismo,"Magnitud: 4.0, Referencia: 27 km al O de Zorritos, Contralmirante Villar - Tumbes",2024-03-30 09:04:16
290,-11.52,-77.81,Sismo,"Magnitud: 3.9, Referencia: 51 km al SO de Huacho, Huaura - Lima",2024-03-30 14:07:16
291,-10.44,-75.64,Sismo,"Magnitud: 4.1, Referencia: 14 km al SO de Huancabamba, Oxapampa - Pasco",2024-03-31 05:15:16
292,-16.16,-74.41,Sismo,"Magnitud: 4.0, Referencia: 39 km al SO de Chala, Caraveli - Arequipa",2024-04-01 07:51:16
293,-10.5,-75.66,Sismo,"Magnitud: 4.4, Referencia: 20 km al SO de Huancabamba, Oxapampa - Pasco",2024-04-01 13:33:16
294,-8.61,-76.19,Sismo,"Magnitud: 4.0, Referencia: 35 km al SE de Uchiza, Tocache - San Martin",2024-04-01 20:06:16
295,-15.65,-71.91,Sismo,"Magnitud: 3.7, Referencia: 8 km al SE de Cabanaconde, Caylloma - Arequipa",2024-04-02 03:14:16
296,-12.61,-76.81,Sismo,"Magnitud: 4.0, Referencia: 13 km al SO de Chilca, Cañete - Lima",2024-04-02 08:44:16
297,-15.64,-72.06,Sismo,"Magnitud: 3.7, Referencia: 9 km al O de Cabanaconde, Caylloma - Arequipa",2024-04-02 16:19:16
298,-17.33,-71.77,Sismo,"Magnitud: 3.8, Referencia: 18 km al S de Punta De Bombon, Islay - Arequipa",2024-04-02 21:21:16
299,-10.46,-75.64,Sismo,"Magnitud: 5.0, Referencia: 15 km al SO de Huancabamba, Oxapampa - Pasco",2024-04-03 03:40:16
300,-10.46,-75.64,Sismo,"Magnitud: 5.0, Referencia: 15 km al SO de Huancabamba, Oxapampa - Pasco",2024-04-03 03:40:16
301,-9.01,-78.5,Sismo,"Magnitud: 3.5, Referencia: 12 km al NE de Chimbote, Santa - Ancash",2024-04-03 20:34:16
302,-11.54,-77.58,Sismo,"Magnitud: 4.0, Referencia: 42 km al O de Huaral, Huaral - Lima",2024-04-04 23:19:16
303,-7.57,-74.77,Sismo,"Magnitud: 4.0, Referencia: 36 km al SE de Contamana, Ucayali - Loreto",2024-04-05 12:17:16
304,-16.69,-69.44,Sismo,"Magnitud: 4.0, Referencia: 31 km al E de Conduriri, El Collao - Puno",2024-04-05 20:13:46
305,-10.82,-75.52,Sismo,"Magnitud: 3.6, Referencia: 18 km al SE de Santa Isabel, Pasco - Pasco",2024-04-06 03:43:16
306,-17.2,-70.14,Sismo,"Magnitud: 4.0, Referencia: 14 km al NE de Candarave, Candarave - Tacna",2024-04-06 09:18:16
307,-11.82,-75.03,Sismo,"Magnitud: 4.0, Referencia: 24 km al SO de Andamarca, Concepcion - Junin",2024-04-06 20:09:37
308,-3.96,-81.24,Sismo,"Magnitud: 4.8, Referencia: 28 km al NO de Mancora, Talara - Piura",2024-04-09 03:15:16
309,-17.69,-71.32,Sismo,"Magnitud: 3.8, Referencia: 6 km al S de Ilo, Ilo - Moquegua",2024-04-09 08:18:16
310,-14.59,-72.04,Sismo,"Magnitud: 4.5, Referencia: 16 km al S de Santo Tomas, Chumbivilcas - Cusco",2024-04-09 16:45:16
311,-15.68,-74.21,Sismo,"Magnitud: 4.5, Referencia: 19 km al N de Chala, Caraveli - Arequipa",2024-04-09 22:27:16
312,-12.85,-76.75,Sismo,"Magnitud: 4.6, Referencia: 26 km al SO de Mala, Cañete - Lima",2024-04-10 05:23:16
313,-17.44,-68.9,Sismo,"Magnitud: 5.1, Referencia: 94 km al E de Capaso, El Collao - Puno",2024-04-10 15:43:16
314,-17.44,-68.9,Sismo,"Magnitud: 5.1, Referencia: 94 km al E de Capaso, El Collao - Puno",2024-04-10 15:43:16
315,-17.44,-68.9,Sismo,"Magnitud: 5.1, Referencia: 94 km al E de Capaso, El Collao - Puno",2024-04-10 20:53:16
316,-17.44,-68.9,Sismo,"Magnitud: 5.1, Referencia: 94 km al E de Capaso, El Collao - Puno",2024-04-10 21:34:16
317,-16.58,-73.82,Sismo,"Magnitud: 4.0, Referencia: 46 km al SO de Atico, Caraveli - Arequipa",2024-04-10 20:46:16
318,-18.11,-71.66,Sismo,"Magnitud: 4.0, Referencia: 62 km al SO de Ilo, Ilo - Moquegua",2024-04-10 22:48:23
319,-8.31,-77.72,Sismo,"Magnitud: 4.0, Referencia: 28 km al N de Sihuas, Sihuas - Ancash",2024-04-11 14:07:16
320,-7.34,-74.92,Sismo,"Magnitud: 4.2, Referencia: 10 km al E de Contamana, Ucayali - Loreto",2024-04-12 00:34:16
321,-7.98,-76.39,Sismo,"Magnitud: 4.1, Referencia: 26 km al NE de Tocache Nuevo, Tocache - San Martin",2024-04-12 16:16:16
322,-11.9,-76.58,Sismo,"Magnitud: 3.7, Referencia: 9 km al E de Ricardo Palma, Huarochiri - Lima",2024-04-13 09:33:16
323,-18.4,-71.31,Sismo,"Magnitud: 4.0, Referencia: 85 km al S de Ilo, Ilo - Moquegua",2024-04-14 10:25:16
324,-11.29,-76.68,Sismo,"Magnitud: 3.6, Referencia: 21 km al NO de Canta, Canta - Lima",2024-04-14 07:09:16
325,-12.24,-77.37,Sismo,"Magnitud: 4.8, Referencia: 32 km al SO de Provincia Constitucional del Callao , Callao - Lima",2024-04-14 14:03:16
326,-6.41,-80.27,Sismo,"Magnitud: 4.2, Referencia: 53 km al NO de Lambayeque, Lambayeque - Lambayeque",2024-04-14 19:05:16
327,-6.11,-76.92,Sismo,"Magnitud: 3.7, Referencia: 11 km al SE de Moyobamba, Moyobamba - San Martin",2024-04-15 00:01:16
328,-14.5,-76.17,Sismo,"Magnitud: 4.5, Referencia: 68 km al SO de Ica, Ica - Ica",2024-04-15 05:03:16
329,-5.56,-77.34,Sismo,"Magnitud: 3.3, Referencia: 41 km al N de Nueva Cajamarca, Rioja - San Martin",2024-04-15 22:16:16
330,-5.56,-77.34,Sismo,"Magnitud: 4.0, Referencia: 41 km al N de Nueva Cajamarca, Rioja - San Martin",2024-04-16 03:19:16
331,-18.57,-70.65,Sismo,"Magnitud: 4.0, Referencia: 75 km al SO de Tacna, Tacna - Tacna",2024-04-16 05:43:16
332,-16.8,-71.53,Sismo,"Magnitud: 3.7, Referencia: 38 km al O de La Capilla, General Sanchez Cerro - Moquegua",2024-04-16 12:30:16
333,-8.73,-74.6,Sismo,"Magnitud: 4.3, Referencia: 41 km al S de Pucallpa, Coronel Portillo - Ucayali",2024-04-16 17:32:16
334,-10.78,-74.65,Sismo,"Magnitud: 3.6, Referencia: 52 km al N de Satipo, Satipo - Junin",2024-04-16 22:51:16
335,-13.6,-71.74,Sismo,"Magnitud: 4.0, Referencia: 11 km al NO de Andahuaylillas, Quispicanchi - Cusco",2024-04-17 03:54:16
336,-9.46,-75.81,Sismo,"Magnitud: 3.8, Referencia: 28 km al SE de Tingo Maria, Leoncio Prado - Huanuco",2024-04-19 03:41:16
337,-12.14,-74.77,Sismo,"Magnitud: 3.7, Referencia: 27 km al NO de Campo Armiño, Tayacaja - Huancavelica",2024-04-20 01:11:16
338,-8.96,-75.97,Sismo,"Magnitud: 4.0, Referencia: 14 km al E de Aucayacu, Leoncio Prado - Huanuco",2024-04-20 14:56:16
339,-5.18,-81.0,Sismo,"Magnitud: 4.1, Referencia: 17 km al SE de Paita, Paita - Piura",2024-04-21 14:26:16
340,-8.68,-75.67,Sismo,"Magnitud: 4.1, Referencia: 44 km al NO de Aguaytia, Padre Abad - Ucayali",2024-04-21 19:28:16
341,-14.95,-72.89,Sismo,"Magnitud: 4.0, Referencia: 29 km al N de Cotahuasi, La Union - Arequipa",2024-04-22 03:24:16
342,-3.77,-81.68,Sismo,"Magnitud: 4.6, Referencia: 80 km al NO de Mancora, Talara - Piura",2024-04-22 00:09:16
343,-12.4,-75.31,Sismo,"Magnitud: 3.6, Referencia: 8 km al SO de Huasicancha, Huancayo - Junin",2024-04-22 12:03:16
344,-15.63,-71.84,Sismo,"Magnitud: 3.6, Referencia: 2 km al S de Pinchollo, Caylloma - Arequipa",2024-04-22 17:36:16
345,-18.03,-71.49,Sismo,"Magnitud: 4.1, Referencia: 46 km al S de Ilo, Ilo - Moquegua",2024-04-22 22:38:16
346,-15.91,-74.16,Sismo,"Magnitud: 4.0, Referencia: 11 km al SE de Chala, Caraveli - Arequipa",2024-04-23 00:48:16
347,-16.1,-74.05,Sismo,"Magnitud: 4.2, Referencia: 34 km al SE de Chala, Caraveli - Arequipa",2024-04-23 12:33:16
348,-4.59,-81.94,Sismo,"Magnitud: 4.1, Referencia: 74 km al O de Talara, Talara - Piura",2024-04-23 17:18:36
349,-5.81,-76.86,Sismo,"Magnitud: 3.8, Referencia: 28 km al NE de Moyobamba, Moyobamba - San Martin",2024-04-24 15:23:17
350,-13.58,-71.74,Sismo,"Magnitud: 3.7, Referencia: 13 km al NO de Andahuaylillas, Quispicanchi - Cusco",2024-04-24 23:23:16
351,-7.67,-74.63,Sismo,"Magnitud: 4.0, Referencia: 55 km al SE de Contamana, Ucayali - Loreto",2024-04-25 08:43:16
352,-13.58,-71.74,Sismo,"Magnitud: 3.5, Referencia: 13 km al NO de Andahuaylillas, Quispicanchi - Cusco",2024-04-25 07:51:16
353,-4.04,-80.07,Sismo,"Magnitud: 3.8, Referencia: 64 km al S de Zarumilla, Zarumilla - Tumbes",2024-04-25 22:36:16
354,-18.53,-71.2,Sismo,"Magnitud: 4.0, Referencia: 100 km al S de Ilo, Ilo - Moquegua",2024-04-25 23:07:44
355,-14.91,-71.76,Sismo,"Magnitud: 4.2, Referencia: 36 km al SO de Huayhuahuasi, Espinar - Cusco",2024-04-26 05:15:17
356,-13.44,-71.94,Sismo,"Magnitud: 3.5, Referencia: 9 km al NE de Cusco, Cusco - Cusco",2024-04-28 02:22:17
357,-9.33,-79.25,Sismo,"Magnitud: 4.0, Referencia: 78 km al O de Chimbote, Santa - Ancash",2024-04-28 20:02:16
358,-16.17,-73.85,Sismo,"Magnitud: 3.8, Referencia: 25 km al O de Atico, Caraveli - Arequipa",2024-04-29 06:57:16
359,-19.27,-69.54,Sismo,"Magnitud: 4.0, Referencia: 159 km al SE de Calana, Tacna - Tacna",2024-04-29 14:59:16
360,-13.07,-77.38,Sismo,"Magnitud: 3.7, Referencia: 93 km al SO de Chilca, Cañete - Lima",2024-04-30 05:07:16
361,-13.55,-71.66,Sismo,"Magnitud: 4.4, Referencia: 13 km al N de Andahuaylillas, Quispicanchi - Cusco",2024-04-30 10:19:16
362,-13.55,-71.66,Sismo,"Magnitud: 4.4, Referencia: 13 km al N de Andahuaylillas, Quispicanchi - Cusco",2024-04-30 10:19:16
363,-13.7,-71.69,Sismo,"Magnitud: 3.4, Referencia: 4 km al SO de Andahuaylillas, Quispicanchi - Cusco",2024-04-30 17:09:16
364,-13.69,-71.71,Sismo,"Magnitud: 3.3, Referencia: 5 km al SO de Andahuaylillas, Quispicanchi - Cusco",2024-04-30 15:23:16
365,-13.64,-71.69,Sismo,"Magnitud: 3.5, Referencia: 5 km al E de Lucre, Quispicanchi - Cusco",2024-04-30 21:38:16
366,-10.34,-75.44,Sismo,"Magnitud: 4.1, Referencia: 10 km al NE de Huancabamba, Oxapampa - Pasco",2024-05-01 11:07:16
367,-12.51,-76.76,Sismo,"Magnitud: 3.6, Referencia: 2 km al O de Chilca, Cañete - Lima",2024-05-01 17:09:16
368,-13.64,-72.65,Sismo,"Magnitud: 4.8, Referencia: 25 km al E de Abancay, Abancay - Apurimac",2024-05-02 02:27:16
369,-13.59,-72.63,Sismo,"Magnitud: 3.5, Referencia: 28 km al E de Abancay, Abancay - Apurimac",2024-05-02 08:16:16
370,-13.59,-72.63,Sismo,"Magnitud: 3.5, Referencia: 28 km al E de Abancay, Abancay - Apurimac",2024-05-02 08:23:16
371,-12.5,-76.81,Sismo,"Magnitud: 3.6, Referencia: 8 km al O de Chilca, Cañete - Lima",2024-05-02 08:43:16
372,-14.91,-75.32,Sismo,"Magnitud: 3.8, Referencia: 42 km al O de Nazca, Nazca - Ica",2024-05-02 07:29:16
373,-12.58,-76.92,Sismo,"Magnitud: 3.5, Referencia: 21 km al O de Chilca, Cañete - Lima",2024-05-02 23:18:16
374,-9.27,-75.66,Sismo,"Magnitud: 4.0, Referencia: 31 km al SO de Aguaytia, Padre Abad - Ucayali",2024-05-03 06:12:16
375,-12.51,-76.75,Sismo,"Magnitud: 3.5, Referencia: 1 km al O de Chilca, Cañete - Lima",2024-05-03 11:53:16
376,-3.76,-80.32,Sismo,"Magnitud: 4.2, Referencia: 26 km al SE de Tumbes, Tumbes - Tumbes",2024-05-03 19:27:16
377,-9.16,-75.65,Sismo,"Magnitud: 4.0, Referencia: 21 km al SO de Aguaytia, Padre Abad - Ucayali",2024-05-03 16:55:16
378,-9.17,-75.64,Sismo,"Magnitud: 4.2, Referencia: 21 km al SO de Aguaytia, Padre Abad - Ucayali",2024-05-03 19:46:16
379,-4.54,-76.63,Sismo,"Magnitud: 5.2, Referencia: 33 km al N de Barranca, Datem del Marañón - Loreto",2024-05-04 04:08:16
380,-15.68,-70.32,Sismo,"Magnitud: 4.2, Referencia: 29 km al SO de Juliaca, San Roman - Puno",2024-05-04 08:35:19
381,-12.56,-76.84,Sismo,"Magnitud: 3.5, Referencia: 12 km al SO de Chilca, Cañete - Lima",2024-05-05 06:39:16
382,-12.6,-76.91,Sismo,"Magnitud: 3.5, Referencia: 21 km al SO de Chilca, Cañete - Lima",2024-05-05 08:14:16
383,-11.99,-77.56,Sismo,"Magnitud: 3.8, Referencia: 46 km al O de Provincia Constitucional del Callao , Callao - Lima",2024-05-05 03:24:16
384,-8.77,-76.28,Sismo,"Magnitud: 4.0, Referencia: 28 km al NO de Aucayacu, Leoncio Prado - Huanuco",2024-05-05 09:25:16
385,-13.63,-71.67,Sismo,"Magnitud: 4.7, Referencia: 7 km al E de Lucre, Quispicanchi - Cusco",2024-05-05 09:47:16
