id_evento,latitud_evento,longitud_evento,tipo_evento,descripcion,ultima_actualizacion,estado_evento
706,-12.1169698716758,-77.0341065858769,emergencia_ciudadana,"Dirección: AV. TENIENTE ENRIQUE PALACIOS  553  - MIRAFLORES, Tipo: MATERIALES PELIGROSOS (INCIDENTE) / FUGA GAS GLP Y OTROS GASES INFLAM / EN VEHICULO",2021-07-23 08:27:46,True
707,-12.1708744846148,-76.9792001080663,emergencia_ciudadana,"Dirección: AV. PANAMERICANA SUR ALT PTE ALIPIO NORTE A SUR  000  - SAN JUAN DE MIRAFLORES, Tipo: ACCIDENTE VEHICULAR / PARTICULAR / AUTOMOVIL",2021-07-23 12:27:44,True
708,-11.9237186,-76.66112799999999,emergencia_ciudadana,"Dirección: CARRETERA CENTRAL KL 45.5    - RICARDO PALMA, Tipo: INCENDIO / FORESTAL / BOSQUES",2021-07-23 14:27:43,True
709,-12.0265302549788,-76.9452134419583,emergencia_ciudadana,"Dirección: AS. EL ROSAL DE SANTA ANITA MZ.A7 LT 24    - ATE, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-07-23 18:27:43,True
710,-11.9686648252872,-77.061995072611,emergencia_ciudadana,"Dirección: AV. GERARDO UNGER (ROSA DE AMERICA)  5411  - LOS OLIVOS, Tipo: INCENDIO / ESTRUCTURAS / ALMACEN - DEPOSITO",2021-07-23 21:27:54,True
711,-12.1223417849739,-77.0165528404822,emergencia_ciudadana,"Dirección: AV. MARISCAL RAMON CASTILLA  200  - SANTIAGO DE SURCO, Tipo: ACCIDENTE VEHICULAR / PARTICULAR / AUTOMOVIL",2021-07-24 02:27:41,True
712,-12.0780900299159,-77.063142033313,emergencia_ciudadana,"Dirección: AV. SAN MARTIN  1100  - PUEBLO LIBRE, Tipo: INCENDIO / VEHICULO / AUTOMOVIL / VIA PUBLICA",2021-07-24 07:27:44,True
713,-12.2439993021778,-76.9163358960853,emergencia_ciudadana,"Dirección: AH. PACHACAMAC SECTOR AMPLIACION LAS BRISAS DE PACHACAMAC C1    - VILLA EL SALVADOR, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-07-24 19:27:43,True
714,-12.0507089695107,-77.0316723134647,emergencia_ciudadana,"Dirección: JR. LAMPA  748  - LIMA, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-07-24 20:27:41,True
715,-12.1278698651374,-76.986812101759,emergencia_ciudadana,"Dirección: AV. ALFREDO BENAVIDES  4800  - SANTIAGO DE SURCO, Tipo: INCENDIO / VEHICULO / AUTOMOVIL / VIA PUBLICA",2021-07-25 03:27:42,True
716,-11.9881559706152,-77.1143335411348,emergencia_ciudadana,"Dirección: PR. ALEJANDRO BERTELLO CRUCE CON AV. CARLOS IZAGUIRRE (2) SAN MARTIN DE PORRES    - SAN MARTIN DE PORRES, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-07-25 06:27:41,True
717,-12.0532471266549,-77.1411556717923,emergencia_ciudadana,"Dirección: JR. ANTONIO MIROQUESADA  200  - CALLAO, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-07-25 08:27:42,True
718,-12.0441813,-77.0300033,emergencia_ciudadana,"Dirección: JR.  DE LA UNION  CDRA.  7    - LIMA, Tipo: INCENDIO / OTROS / CHIMENEA",2021-07-25 16:27:43,True
719,-11.9364330657596,-77.0417581862501,emergencia_ciudadana,"Dirección: JR. LORD COCHRANE  500  - COMAS, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-07-25 16:27:43,True
720,-12.1844410749956,-77.0094845269149,emergencia_ciudadana,"Dirección: AV. SANTA CRUZ/AH. SANTA TERESA DE VILLA SECTOR I  MZ  24  LT  17  000  - CHORRILLOS, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-07-26 02:27:41,True
721,-11.9741945676928,-77.0917726950465,emergencia_ciudadana,"Dirección: UR. EL MIRADOR III ETAPA  MZ.  E  LOTE  11    - SAN MARTIN DE PORRES, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-07-27 04:27:45,False
722,-11.9238003632077,-76.6810478774126,emergencia_ciudadana,"Dirección: CARRETERAS - PANAMERICANAS CARRETERA CENTRAL 36    - LURIGANCHO, Tipo: ACCIDENTE VEHICULAR / PARTICULAR / AUTOMOVIL",2021-07-27 05:27:43,False
723,-12.0939238824676,-77.071264596014,emergencia_ciudadana,"Dirección: AV. SUCRE (INDEPENDENCIA)  547  - MAGDALENA DEL MAR, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-07-27 05:27:44,True
724,-12.0302830203435,-76.9599044673552,emergencia_ciudadana,"Dirección: CL. 8 CRUCE CON AV. FERROCARRIL (HUANCARAMA) SANTA ANITA    - SANTA ANITA, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-07-27 23:27:45,False
725,-12.0612428489697,-76.9985601787053,emergencia_ciudadana,"Dirección: JR. LUIS MIGUEL SANCHEZ CERRO  307  - SAN LUIS, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-07-28 01:27:46,False
726,-11.9357531273221,-77.0736391214742,emergencia_ciudadana,"Dirección: CL. LA HONRADEZ (53)   UR PRO  472  - LOS OLIVOS, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-07-28 07:27:46,False
727,-12.2076908126353,-76.9225312547916,emergencia_ciudadana,"Dirección: AH. VILLA SANTA ROSA SECTOR PARAISO SANTA ROSA C    - VILLA MARIA DEL TRIUNFO, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-07-28 08:27:45,False
728,-12.0528178627617,-77.0282171507136,emergencia_ciudadana,"Dirección: JR. AYACUCHO  712  - LIMA, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-07-28 21:27:48,False
729,-12.0647822796059,-76.9753470021591,emergencia_ciudadana,"Dirección: CL. LUIS GALVANI  220  - ATE, Tipo: INCENDIO / ESTRUCTURAS / ALMACEN - DEPOSITO",2021-07-29 01:27:49,False
730,-12.052743707686,-77.1181952505999,emergencia_ciudadana,"Dirección: UR. JOSE BOTERIN ETAPA II (BARBOZA) MZ  E2  LT 10    - CALLAO, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-07-29 03:27:46,False
731,-12.0165102265826,-76.9972286553831,emergencia_ciudadana,"Dirección: AV. 13 DE ENERO  900  - SAN JUAN DE LURIGANCHO, Tipo: INCENDIO / VEHICULO / AUTOMOVIL / VIA PUBLICA",2021-07-29 03:27:47,False
732,-12.2098055550119,-76.9250104070439,emergencia_ciudadana,"Dirección: AV. PACHACUTEC  7000  - VILLA MARIA DEL TRIUNFO, Tipo: INCENDIO / VEHICULO / AUTOMOVIL / VIA PUBLICA",2021-07-29 06:27:48,False
733,-12.0448456,-77.0297865,emergencia_ciudadana,"Dirección: PALACIO DE GOBIERNO ( DESPLAZAMIENTO POR BICENTENARIO)    - LIMA, Tipo: SERVICIO ESPECIAL / CUBRIR SERVICIO / LUGAR ESPECIFICO",2021-07-29 11:27:48,False
734,-11.9948250829476,-76.8248659906862,emergencia_ciudadana,"Dirección: CL. LOS ALAMOS (4)  000  - CHACLACAYO, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-07-29 11:27:49,False
735,-11.8779331009358,-77.1329558691359,emergencia_ciudadana,"Dirección: AV. LA PLAYA  000  - VENTANILLA, Tipo: INCENDIO / FORESTAL / BOSQUES",2021-07-29 13:27:46,False
736,-11.5626355,-77.2701481,emergencia_ciudadana,"Dirección: PLAZA DE ARMAS CHANCAY POR EL BICENTENARIO    - CHANCAY, Tipo: SERVICIO ESPECIAL / EVENTOS PUBLICOS / OTROS",2021-07-29 14:27:45,True
737,-12.1477002457565,-76.9866354084365,emergencia_ciudadana,"Dirección: AV. SANTIAGO DE SURCO (TOMAS MARSANO)  5010  - SANTIAGO DE SURCO, Tipo: INCENDIO / VEHICULO / AUTOMOVIL / VIA PUBLICA",2021-07-29 17:27:46,False
738,-12.1206544,-77.0294397,emergencia_ciudadana,"Dirección: DESFILE  DE  FIESTAS  PATRIAS    POR LA  ZONA    - MIRAFLORES, Tipo: SERVICIO ESPECIAL / EVENTOS PUBLICOS / OTROS",2021-07-29 21:27:45,False
739,-12.1102437348434,-77.0395293017111,emergencia_ciudadana,"Dirección: CL. EUSEBIO DEL LLANO ZAPATA  316  - MIRAFLORES, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-07-29 23:27:45,False
740,-12.4585179853571,-76.7532310217622,emergencia_ciudadana,"Dirección: CARRETERAS - PANAMERICANAS PANAMERICANA SUR 57    - PUCUSANA, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-07-30 03:27:44,True
741,-12.037454156861,-77.068851217482,emergencia_ciudadana,"Dirección: CL. MANUEL PIMENTEL JIMENEZ  2100  - LIMA, Tipo: INCENDIO / VEHICULO / AUTOMOVIL / VIA PUBLICA",2021-07-30 05:27:46,False
742,-12.0412857986046,-76.952752553669,emergencia_ciudadana,"Dirección: AV HUAROCHIRI MZ E3 LOTE 9    - SANTA ANITA, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-07-30 14:27:49,False
743,-12.0822857,-77.0419941,emergencia_ciudadana,"Dirección: B202    - JESUS MARIA, Tipo: SERVICIO ESPECIAL / EVENTOS OFICIALES / CEREMONIAS",2021-07-30 14:27:49,True
744,-11.6208214,-77.2073442,emergencia_ciudadana,"Dirección: PANAMERICANA NORTE KM 68    - CHANCAY, Tipo: ACCIDENTE VEHICULAR / PARTICULAR / AUTOMOVIL",2021-07-30 23:27:48,False
745,-12.0581493927973,-77.0143625454177,emergencia_ciudadana,"Dirección: JR. ANTONIO RAYMONDI  1645  - LIMA, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-07-31 00:27:47,False
746,-11.8249478,-77.1230094,emergencia_ciudadana,"Dirección: PANAMERICANA NORTE KM 37.5    - PUENTE PIEDRA, Tipo: ACCIDENTE VEHICULAR / PARTICULAR / AUTOMOVIL",2021-07-31 00:27:47,False
747,-11.9189767883764,-77.0381883952861,emergencia_ciudadana,"Dirección: CL. CARLOS MOORE  427  - COMAS, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-07-31 02:27:46,False
748,-12.1804458367903,-77.0000055682306,emergencia_ciudadana,"Dirección: CL. ONTARIO (CAMINO ONCE)  185  - CHORRILLOS, Tipo: INCENDIO / EQUIPOS ELECTRICOS CON ENERGIA / TRANSFORMADORES DE ALTA TENSION",2021-07-31 04:27:46,False
749,-12.0070261593279,-77.0361280543271,emergencia_ciudadana,"Dirección: AH. MUNICIPAL III SECTOR HORACIO ZEVALLOS A  LOT 3    - RIMAC, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-07-31 05:27:46,False
750,-12.1935373441597,-77.0071020691351,emergencia_ciudadana,"Dirección: CL. MACCHU PICCHU  100  - CHORRILLOS, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-07-31 15:27:46,False
751,-12.0610252966817,-77.0828606152551,emergencia_ciudadana,"Dirección: AV. JOSE DE LA RIVA AGUERO CRUCE CON AV. VENEZUELA SAN MIGUEL    - SAN MIGUEL, Tipo: MATERIALES PELIGROSOS (INCIDENTE) / HIDROCARBUROS / ESTACION DE SERVICIO",2021-07-31 19:27:46,False
752,-12.0588852604054,-77.0247561176793,emergencia_ciudadana,"Dirección: PJ. ANTONIO RAYMONDI  100  - LA VICTORIA, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-07-31 21:27:45,False
753,-12.0646873823529,-77.0780100603075,emergencia_ciudadana,"Dirección: AV. UNIVERSITARIA  1500  - LIMA, Tipo: ACCIDENTE VEHICULAR / PARTICULAR / AUTOMOVIL",2021-08-01 01:27:45,False
754,-12.092680885434,-77.0731356257028,emergencia_ciudadana,"Dirección: JR. CONTRALMIRANTE MIGUEL GRAU (BENITO LAZO) CRUCE CON JR. LEONCIO PRADO (CAPITAN DE NAVIO ULISES DELBOY) MAGDALENA DEL  440  - MAGDALENA DEL MAR, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-01 02:27:44,False
755,-12.2027824058083,-76.949011004786,emergencia_ciudadana,"Dirección: PJ. VILLA EL SALVADOR SECTOR 1 GRUPO 20 I LT 7    - VILLA EL SALVADOR, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-01 03:27:44,True
756,-12.1911760370264,-76.9902901330414,emergencia_ciudadana,"Dirección: AH. SAN JUAN DE LA LIBERTAD  COMITE 12  MZ L1 /  AV. VELAZCO ALVARADO    - CHORRILLOS, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-01 08:27:43,False
757,-11.8522708671059,-77.1226638279025,emergencia_ciudadana,"Dirección: AH. MI PERU GRUPO J7 LT 16    - VENTANILLA, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-01 08:27:44,False
758,-11.87744,-77.1330564,emergencia_ciudadana,"Dirección: AV LA PLAYA //  AHH. DESARROLLO  2,000    - VENTANILLA, Tipo: INCENDIO / FORESTAL / TERRENO DE CULTIVO,CHACRA, OTROS",2021-08-01 16:27:42,True
759,-12.0064771470936,-77.0991706642411,emergencia_ciudadana,"Dirección: URB SANTA ROSA MZ M LTE 1    - CALLAO, Tipo: INCENDIO / VEHICULO / AUTOMOVIL / COCHERA - GARAJE - TALLER",2021-08-03 06:27:45,False
760,-12.1673312703986,-77.0260671848805,emergencia_ciudadana,"Dirección: JR. RECUAY  470  - BREÑA, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-03 15:27:46,False
761,-12.0816862593818,-77.05267680347,emergencia_ciudadana,"Dirección: PJ. OCTAVIO BERNAL  160  - JESUS MARIA, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-03 19:27:53,False
762,-12.3971389228608,-76.7579716011711,emergencia_ciudadana,"Dirección: CARRETERAS - PANAMERICANAS PANAMERICANA SUR 50    - SAN BARTOLO, Tipo: ACCIDENTE VEHICULAR / PARTICULAR / AUTOMOVIL",2021-08-03 22:27:47,True
763,-12.0532099220156,-76.9574558921596,emergencia_ciudadana,"Dirección: CL. RAMIRO PRIALE (JAVIER HERAUD)  265  - ATE, Tipo: INCENDIO / VEHICULO / AUTOMOVIL / COCHERA - GARAJE - TALLER",2021-08-03 23:27:46,False
764,-12.1186921407567,-77.0288955681481,emergencia_ciudadana,"Dirección: AV. AREQUIPA  5280  - MIRAFLORES, Tipo: INCENDIO / VEHICULO / AUTOMOVIL / COCHERA - GARAJE - TALLER",2021-08-03 23:27:47,False
765,-12.0353915708046,-77.0657342745672,emergencia_ciudadana,"Dirección: AV. NICOLAS DUEÃƒÆ’Ã¢â‚¬ËœAS  000  - LIMA, Tipo: INCENDIO / VEHICULO / AUTOMOVIL / VIA PUBLICA",2021-08-04 01:27:47,False
766,-12.0056563010837,-77.0931582466478,emergencia_ciudadana,"Dirección: CO. SANTA APOLONIA MZ H  LOTE 14    - SAN MARTIN DE PORRES, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-04 15:27:48,False
767,-12.0841612582106,-76.9985230317009,emergencia_ciudadana,"Dirección: AL. SANTIAGO ANTUNEZ DE MAYOLO  100  - SAN BORJA, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-04 17:28:01,False
768,-12.0912211291299,-77.0795230701549,emergencia_ciudadana,"Dirección: AV. ARICA  401  - SAN MIGUEL, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-04 17:28:02,False
769,-11.9789698018771,-77.1253191032756,emergencia_ciudadana,"Dirección: AV. CORONEL NESTOR GAMBETA (EL EMISOR)  7003  - CALLAO, Tipo: ACCIDENTE VEHICULAR / PARTICULAR / AUTOMOVIL",2021-08-04 17:28:04,False
770,-12.0322923041542,-77.0904820713572,emergencia_ciudadana,"Dirección: JR. HUANCAYO (30)  624  - SAN MARTIN DE PORRES, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-04 19:27:49,False
771,-12.159530767094,-76.9576432992329,emergencia_ciudadana,"Dirección: AV. PACHACUTEC (LOS HEROES)  1200  - SAN JUAN DE MIRAFLORES, Tipo: INCENDIO / VEHICULO / AUTOMOVIL / VIA PUBLICA",2021-08-04 23:27:46,False
772,-11.8290757774332,-77.1190204518724,emergencia_ciudadana,"Dirección: CARRETERAS - PANAMERICANAS PANAMERICANA NORTE 36.06    - PUENTE PIEDRA, Tipo: MATERIALES PELIGROSOS (INCIDENTE) / FUGA GAS GLP Y OTROS GASES INFLAM / EN VEHICULO",2021-08-04 23:27:47,False
773,-12.0759358400869,-77.0283530815384,emergencia_ciudadana,"Dirección: JR. SAENZ PEÃƒÆ’Ã¢â‚¬ËœA  1416  - LA VICTORIA, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-05 06:27:45,False
774,-12.0359607528866,-77.0686997955499,emergencia_ciudadana,"Dirección: JR. PEREZ DE TUDELA  2029  - LIMA, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-05 09:27:44,False
775,-12.019599186568,-76.9673807387767,emergencia_ciudadana,"Dirección: CL. D MZ D LT 4 UR. PRIMAVERA    - SAN JUAN DE LURIGANCHO, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-05 10:27:43,False
776,-12.0535673391275,-76.9766040693167,emergencia_ciudadana,"Dirección: CL. LAS ORQUIDEAS  133  - SANTA ANITA, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-05 17:27:43,False
777,-12.1422049810567,-76.9397278936764,emergencia_ciudadana,"Dirección: CL. JOSE OLAYA  900  - VILLA MARIA DEL TRIUNFO, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-05 17:27:44,False
778,-12.215052711452,-76.9224474377854,emergencia_ciudadana,"Dirección: AV. LAS MALVINAS (JOSE CARLOS MARIATEGUI) CRUCE CON AV. PACHACUTEC (ATOCONGO) VILLA EL SALVADOR    - VILLA EL SALVADOR, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-06 03:27:48,False
779,-12.0709146540079,-77.1158109818531,emergencia_ciudadana,"Dirección: CL. CUSCO  URB  TROPICAL  100  - LA PERLA, Tipo: MATERIALES PELIGROSOS (INCIDENTE) / FUGA GAS GLP Y OTROS GASES INFLAM / EN VEHICULO",2021-08-06 15:27:44,False
780,-12.1070383352804,-76.9815461721474,emergencia_ciudadana,"Dirección: CL. BELLO HORIZONTE  139  - SAN BORJA, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-06 22:27:43,False
781,-12.0314041445531,-77.0037708875419,emergencia_ciudadana,"Dirección: PROVINCIA DE OYON    - OYON, Tipo: INCENDIO / FORESTAL / BOSQUES",2021-08-06 18:27:43,True
782,-12.0596527175267,-77.1272488442729,emergencia_ciudadana,"Dirección: AV. BUENOS AIRES (MIGUEL GRAU) CRUCE CON AV. GUARDIA CHALACA BELLAVISTA    - BELLAVISTA, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-07 02:27:44,False
783,-12.0531823598874,-77.0114913699102,emergencia_ciudadana,"Dirección: AV. GRAU FRENTE CUARTEL BARBONES    - EL AGUSTINO, Tipo: INCENDIO / VEHICULO / AUTOMOVIL / VIA PUBLICA",2021-08-07 17:27:45,False
784,-11.8284604456924,-77.1196832725517,emergencia_ciudadana,"Dirección: CARRETERAS - PANAMERICANAS PANAMERICANA NORTE 36.16    - PUENTE PIEDRA, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-07 19:27:44,False
785,-12.0791122446897,-77.0507686307566,emergencia_ciudadana,"Dirección: AV. RICARDO TIZON Y BUENO  595  - JESUS MARIA, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-07 20:27:43,False
786,-12.1102437348434,-77.0395293017111,emergencia_ciudadana,"Dirección: CL. EUSEBIO DEL LLANO ZAPATA  332  - MIRAFLORES, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-08 01:27:43,False
787,-12.010601510544,-77.0569642858432,emergencia_ciudadana,"Dirección: AV. MARCO POLO MZ C 1 LT 21  000  - SAN MARTIN DE PORRES, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-08 04:27:42,False
788,-12.0496543728332,-77.0500871144236,emergencia_ciudadana,"Dirección: JR. ZORRITOS  800  - LIMA, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-08 04:27:43,False
789,-12.0661981537714,-77.1242011980766,emergencia_ciudadana,"Dirección: AV. JOSE GALVEZ  1225  - BELLAVISTA, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-08 14:27:44,True
790,-12.0125102563241,-77.0814602861553,emergencia_ciudadana,"Dirección: AH. DANIEL ALCIDES CARRION MZ. D1 LT 2    - SAN MARTIN DE PORRES, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-09 02:27:44,False
791,-11.9161073112082,-77.0509901103547,emergencia_ciudadana,"Dirección: PR. EL RETABLO  1900  - COMAS, Tipo: INCENDIO / VEHICULO / AUTOMOVIL / VIA PUBLICA",2021-08-09 04:27:45,False
792,-12.0377725283859,-77.0571959637104,emergencia_ciudadana,"Dirección: JR. OTUZCO  900  - LIMA, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-09 09:27:43,False
793,-11.985566640918,-76.8094436403276,emergencia_ciudadana,"Dirección: CARRETERAS - PANAMERICANAS CARRETERA CENTRAL 20    - CHACLACAYO, Tipo: INCENDIO / FORESTAL / TERRENO DE CULTIVO,CHACRA, OTROS",2021-08-09 08:27:43,False
794,-11.9144331,-77.0490126,emergencia_ciudadana,"Dirección: AV. LOS INCAS (4)  900  - COMAS, Tipo: INCENDIO / OTROS / CHIMENEA",2021-08-09 16:27:42,False
795,-12.0124205285011,-77.1040168549045,emergencia_ciudadana,"Dirección: UNION CHALACA NÃ‚Âº 1    - CALLAO, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-09 20:27:41,False
796,-12.2111918232441,-76.9001513906871,emergencia_ciudadana,"Dirección: A.H SANTISIMO SALVADOR MZ M LT 1    - PACHACAMAC, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-10 01:27:41,False
797,-12.0760130638097,-77.0878922065878,emergencia_ciudadana,"Dirección: AV. PARQUE DE LAS LEYENDAS  252  - SAN MIGUEL, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-10 22:27:43,False
798,-12.0111777943663,-77.0723194075357,emergencia_ciudadana,"Dirección: AV. TOMAS VALLE  1110  - LOS OLIVOS, Tipo: INCENDIO / ESTRUCTURAS / ALMACEN - DEPOSITO",2021-08-11 06:27:41,False
799,-11.9831348062525,-77.0786636306569,emergencia_ciudadana,"Dirección: AV. LOS ALISOS CRUCE CON AV. UNIVERSITARIA NORTE LOS OLIVOS    - LOS OLIVOS, Tipo: ACCIDENTE VEHICULAR / PARTICULAR / AUTOMOVIL",2021-08-11 05:27:42,False
800,-12.0148568444379,-76.9976330962731,emergencia_ciudadana,"Dirección: CL. LOS CODORNICES MZ D LOTE  1  900  - SAN JUAN DE LURIGANCHO, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-11 20:27:43,False
801,-12.0644051950919,-77.0387838469132,emergencia_ciudadana,"Dirección: AV. 28 DEJULIO CRUCE CON JR. WASHINGTON LIMA    - LIMA, Tipo: ACCIDENTE VEHICULAR / PARTICULAR / AUTOMOVIL",2021-08-12 07:27:43,False
802,-12.061904,-77.034148,emergencia_ciudadana,"Dirección: CENTRO COMERCIAL POLVOS AZULES, Tipo: SERVICIO ESPECIAL / PREVENCION - CAPACITACION / SIMULACROS",2021-08-12 11:27:42,False
803,-12.1375831112388,-77.0027815364887,emergencia_ciudadana,"Dirección: AV. MARISCAL RAMON CASTILLA (LOS TALLANES)  1600  - SANTIAGO DE SURCO, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-13 02:27:45,False
804,-11.9885625484263,-77.0881741344168,emergencia_ciudadana,"Dirección: AS. JUAN PABLO II B    - SAN MARTIN DE PORRES, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-13 02:27:46,False
805,-12.1503717846691,-77.020110573854,emergencia_ciudadana,"Dirección: JR. CORPANCHO (INDIO CAICEDO) CRUCE CON AV. GENERAL FRANCISCO BOLOGNESI (PANAMA) BARRANCO    - BARRANCO, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-13 04:27:46,False
806,-12.038515003724,-77.0319492636188,emergencia_ciudadana,"Dirección: PR. TACNA  224  - RIMAC, Tipo: INCENDIO / VEHICULO / AUTOMOVIL / VIA PUBLICA",2021-08-13 15:27:52,True
807,-12.0629873546468,-76.9950672317986,emergencia_ciudadana,"Dirección: CL. LOS GERANIOS  108  - ATE, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-13 18:28:00,False
808,-12.2014786185407,-76.9817075267128,emergencia_ciudadana,"Dirección: PJ. JOSE OLAYA (LOS HEROES)  000  - CHORRILLOS, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-13 20:27:59,False
809,-12.1134873595818,-76.9858636879236,emergencia_ciudadana,"Dirección: CL. MONTE BLANCO  236  - SANTIAGO DE SURCO, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-13 21:27:55,False
810,-12.1192359590265,-77.0270528886931,emergencia_ciudadana,"Dirección: AV. RICARDO PALMA  240  - MIRAFLORES, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-13 23:27:48,True
811,-12.0678261788227,-76.9582170172486,emergencia_ciudadana,"Dirección: AV. DE LOS CONSTRUCTORES (D) CRUCE AV LA MOLINA  100  - LA MOLINA, Tipo: MATERIALES PELIGROSOS (INCIDENTE) / FUGA GAS GLP Y OTROS GASES INFLAM / EN VEHICULO",2021-08-14 03:27:48,False
