id_evento,latitud_evento,longitud_evento,tipo_evento,descripcion,ultima_actualizacion,estado_evento
812,-12.0598235902352,-77.0379506685315,emergencia_ciudadana,"Dirección: AV. INCA GARCILAZO DE LA VEGA (WILSON) CRUCE CON AV. 9 DE DICIEMBRE (PASEO COLON) LIMA    - LIMA, Tipo: ACCIDENTE VEHICULAR / PARTICULAR / AUTOMOVIL",2021-08-14 04:27:46,False
813,-11.9988263740252,-77.0504746397968,emergencia_ciudadana,"Dirección: CL. LAS BEGONIAS  135  - INDEPENDENCIA, Tipo: INCENDIO / VEHICULO / AUTOMOVIL / VIA PUBLICA",2021-08-14 06:27:46,False
814,-11.8837789484045,-77.0234849374501,emergencia_ciudadana,"Dirección: AV. TUPAC AMARU  2300  - CARABAYLLO, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-14 07:27:46,False
815,-11.9848889792635,-77.0117690636965,emergencia_ciudadana,"Dirección: AV. CONSTELACION  2651  - SAN JUAN DE LURIGANCHO, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-14 10:27:45,True
816,-12.1584682859941,-76.9847784632599,emergencia_ciudadana,"Dirección: JR. JOSE GABRIEL AGUILAR SEGURA  200  - SANTIAGO DE SURCO, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-14 14:27:45,True
817,-12.0528058477911,-77.0927936743648,emergencia_ciudadana,"Dirección: AV. OSCAR R. BENAVIDES (COLONIAL)  5048  - BELLAVISTA, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-14 17:27:45,False
818,-12.1609577919281,-76.9689250098494,emergencia_ciudadana,"Dirección: CL. PABLO ALAS  749  - SAN JUAN DE MIRAFLORES, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-14 19:27:44,False
819,-13.6674516,-76.2119295,emergencia_ciudadana,"Dirección: PISCO PLAYA LA JOYA, Tipo: EMERGENCIA MEDICA / TRAUMATICAS / HERIDO POR CAIDA",2021-08-14 21:27:44,True
820,-12.0014488249241,-76.8568350708837,emergencia_ciudadana,"Dirección: AV. PRINCIPAL (CARAPONGO)  000  - LURIGANCHO, Tipo: INCENDIO / ESTRUCTURAS / ALMACEN - DEPOSITO",2021-08-14 22:27:44,False
821,-11.975169,-76.771609,emergencia_ciudadana,"Dirección: MALECON MANCO CAPAC 616    - CHACLACAYO, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-15 01:27:44,False
822,-11.872005210232,-77.0826473127415,emergencia_ciudadana,"Dirección: PJ. SANTA ROSA 62 LT 3    - PUENTE PIEDRA, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-15 06:27:43,False
823,-12.2057288238645,-76.9243669573075,emergencia_ciudadana,"Dirección: PJ. SANTA ROSA DE LAS CONCHITAS  mz I  LT  1    - VILLA MARIA DEL TRIUNFO, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-15 15:27:44,False
824,-11.9943919669186,-76.8215948532467,emergencia_ciudadana,"Dirección: AH. HUASCATA MZ B  LT  1    - CHACLACAYO, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-15 15:27:46,False
825,-12.052237796071,-77.0135044915219,emergencia_ciudadana,"Dirección: JR. ANTONIO MIROQUESADA  1508  - LIMA, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-15 19:27:44,False
826,-12.1123433065814,-77.0503469667559,emergencia_ciudadana,"Dirección: MA. DE LA MARINA  1000  - MIRAFLORES, Tipo: RESCATE / ACANTILADO / CON ACCESO INFERIOR",2021-08-16 01:27:44,False
827,-12.0580628264346,-77.0553650943768,emergencia_ciudadana,"Dirección: JR. PILCOMAYO  517  - BREÑA, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-16 09:28:07,False
828,-12.0631418355964,-77.0187305538848,emergencia_ciudadana,"Dirección: PR. LUCANAS (PARINACOCHAS) CRUCE CON AV. JAIME BAUSATE Y MEZA (BOLIVAR) LA VICTORIA    - LA VICTORIA, Tipo: ACCIDENTE VEHICULAR / PARTICULAR / AUTOMOVIL",2021-08-16 08:27:45,False
829,-12.2160245785901,-76.9416806796672,emergencia_ciudadana,"Dirección: AV. CESAR VALLEJO CRUCE CON AV. MICAELA BASTIDAS VILLA EL SALVADOR    - VILLA EL SALVADOR, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-16 11:27:43,False
830,-11.959428052184,-77.0760789544818,emergencia_ciudadana,"Dirección: AV. HUANDOY CRUCE CON AV. CENTRAL LOS OLIVOS    - LOS OLIVOS, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-16 19:27:46,False
831,-12.012019651057,-77.0680354880769,emergencia_ciudadana,"Dirección: JR. ALFONSO BERNAL MONTOYA  204  - SAN MARTIN DE PORRES, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-17 05:27:46,False
832,-12.1426965946352,-76.9418643673272,emergencia_ciudadana,"Dirección: CL. JOSE OLAYA /VALLECITO ALTO  700  - VILLA MARIA DEL TRIUNFO, Tipo: INCENDIO / OTROS / CHIMENEA",2021-08-17 15:27:49,False
833,-12.1233734138944,-77.0176210203162,emergencia_ciudadana,"Dirección: CL. LUIS BERNALES GARCIA (RICARDO ANGULO RAMIREZ) (LOS CENCERILLOS)  1200  - SAN ISIDRO, Tipo: INCENDIO / TERRENO BALDIO",2021-08-17 16:28:28,False
834,-12.0518511611942,-77.1399784932426,emergencia_ciudadana,"Dirección: AV. GUARDIA CHALACA CRUCE CON AV. REPUBLICA ARGENTINA CALLAO    - CALLAO, Tipo: ACCIDENTE VEHICULAR / PARTICULAR / AUTOMOVIL",2021-08-17 17:34:47,False
835,-11.9780645202403,-77.0606199355522,emergencia_ciudadana,"Dirección: CL. LAS FRAGUAS  100  - INDEPENDENCIA, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-17 23:27:46,False
836,-12.0600925160899,-77.1362577317468,emergencia_ciudadana,"Dirección: AV. SAENZ PEÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã¢â‚¬Â ÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â‚  893  - CALLAO, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-18 01:39:03,False
837,-12.0464173475914,-77.0506630096768,emergencia_ciudadana,"Dirección: AV. RAMON CARCAMO  587  - LIMA, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-18 03:27:43,False
838,-12.0537442527631,-77.1346637316041,emergencia_ciudadana,"Dirección: JR. CUSCO  900  - CALLAO, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-18 03:27:43,False
839,-12.1801169776238,-76.9486908313837,emergencia_ciudadana,"Dirección: CL. CONTRALMIRANTE MORA CRUCE CON CL. JOSE DE LA TORRE UGARTE VILLA MARIA DEL TRIUNFO    - VILLA MARIA DEL TRIUNFO, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-08-18 14:27:42,False
